ID	NAME	X	Y
352	TR|A0A098LYI5|Pantherophis_guttatus	0.6704421	0.7786018
353	TR|A0A6P9C8Z9|Pantherophis_guttatus	0.74056065	0.7522229
354	NCBI|Pgut_NW_023011746_1_mka|Pantherophis_guttatus	0.7836613	0.7536486
355	TR|A0A182C5S7|Phalotris_mertensi	0.5625284	0.769999
356	TR|A0A182C5Y1|Phalotris_mertensi	0.54426533	0.7596609
357	NCBI|RHASU_OL439256.1_49_252|Rhabdophis_subminiatus	0.36925423	0.74555
358	NCBI|RHASU_OL439258.1_1_255|Rhabdophis_subminiatus	0.7167284	0.776667
359	None|Rhabdophis_subminiatus_unigene144234|Rhabdophis_subminiatus	0.36695173	0.75315636
360	None|Rhabdophis_subminiatus_unigene61055|Rhabdophis_subminiatus	0.4039973	0.75272506
361	NCBI|RHASU_OL439257.1_1_264|Rhabdophis_subminiatus	0.71672297	0.7115389
362	NCBI|RHASU_OL439259.1_1_258|Rhabdophis_subminiatus	0.7207065	0.774926
363	NCBI|RHASU_OL439262.1_1_264|Rhabdophis_subminiatus	0.71439207	0.7129551
364	NCBI|RHASU_OL439263.1_1_264|Rhabdophis_subminiatus	0.72074795	0.72162277
365	None|Rhabdophis_subminiatus_unigene52075|Rhabdophis_subminiatus	0.72575855	0.76899314
366	None|Rhabdophis_subminiatus_unigene76486|Rhabdophis_subminiatus	0.7166692	0.70887077
367	None|Rhabdophis_subminiatus_unigene76489|Rhabdophis_subminiatus	0.71982193	0.7193293
368	TR|A0A346CI88|Spilotes_sulphureus	0.6873344	0.76492727
369	TR|A0A346CI89|Spilotes_sulphureus	0.61868876	0.763513
370	TR|A0A346CI93|Spilotes_sulphureus	0.68500656	0.6906804
371	TR|A0A346CI94|Spilotes_sulphureus	0.66733015	0.6902215
372	TR|A0A346CI95|Spilotes_sulphureus	0.7061374	0.687306
373	TR|A0A346CIA0|Spilotes_sulphureus	0.690858	0.7009944
374	TR|A0A346CIA9|Spilotes_sulphureus	0.66466737	0.6921105
375	TR|A0A346CIB0|Spilotes_sulphureus	0.7087011	0.6958069
376	TR|A0A346CIB1|Spilotes_sulphureus	0.67196876	0.70014197
377	TR|A0A346CIB2|Spilotes_sulphureus	0.6669185	0.6880853
378	TR|A0A346CIB4|Spilotes_sulphureus	0.66675436	0.6943979
379	TR|A0A346CIB5|Spilotes_sulphureus	0.6666016	0.6973711
380	TR|A0A346CIB7|Spilotes_sulphureus	0.7113729	0.7045474
381	NCBI|TANNI_GJFV01002418.1_1_255|Tantilla_nigriceps	0.635828	0.76319855
382	NCBI|TANNI_GJFV01002407.1_1_318|Tantilla_nigriceps	0.70486754	0.7180458
383	NCBI|TANNI_GJFV01002408.1_1_327|Tantilla_nigriceps	0.6892127	0.71147984
384	NCBI|TANNI_GJFV01002409.1_1_333|Tantilla_nigriceps	0.6691655	0.69575477
385	NCBI|TANNI_GJFV01002410.1_1_321|Tantilla_nigriceps	0.68339336	0.7147026
386	NCBI|TANNI_GJFV01002419.1_1_255|Tantilla_nigriceps	0.68636435	0.7693258
387	NCBI|TANNI_GJFV01002420.1_1_258|Tantilla_nigriceps	0.6936611	0.7752118
388	NCBI|TANNI_GJFV01002421.1_70_255|Tantilla_nigriceps	0.71550506	0.70302176
389	NCBI|TANNI_GJFV01002438.1_1_327|Tantilla_nigriceps	0.6924354	0.7095975
390	TR|A7X3N6|Telescopus_dhara	0.6135364	0.7654577
391	TR|A7X3S5|Telescopus_dhara	0.6627614	0.6741856
392	SP|A7X3V0|Telescopus_dhara	0.71182215	0.71458536
393	TR|A7X3S8|Telescopus_dhara	0.67055774	0.67919236
394	NCBI|THAST_JK264299.1_33_284|Thamnodynastes_strigatus	0.6169764	0.563913
395	NCBI|Tele_NC_045548_1_gene_1_mRNA_14|Thamnophis_elegans	0.7637517	0.7859428
396	NCBI|THAEL_XM_032222341.1_64_258|Thamnophis_elegans	0.77031785	0.77681965
397	NCBI|Tele_NC_045548_1_gene_1_mRNA_1_mka|Thamnophis_elegans	0.80497426	0.6142601
398	NCBI|Tele_NC_045548_1_gene_1_mRNA_10_mka|Thamnophis_elegans	0.7922596	0.57357556
399	NCBI|Tele_NC_045548_1_gene_1_mRNA_11_mka|Thamnophis_elegans	0.77943397	0.54212123
400	NCBI|Tele_NC_045548_1_gene_1_mRNA_13_mka|Thamnophis_elegans	0.7682263	0.54132104
401	NCBI|Tele_NC_045548_1_gene_1_mRNA_16|Thamnophis_elegans	0.7486578	0.77629167
402	NCBI|Tele_NC_045548_1_gene_1_mRNA_17|Thamnophis_elegans	0.57392657	0.71433616
403	NCBI|Tele_NC_045548_1_gene_1_mRNA_18|Thamnophis_elegans	0.4635656	0.6816214
404	NCBI|Tele_NC_045548_1_gene_1_mRNA_2_mka|Thamnophis_elegans	0.7903829	0.5685841
405	NCBI|Tele_NC_045548_1_gene_1_mRNA_4_mka|Thamnophis_elegans	0.79018486	0.52042764
406	NCBI|Tele_NC_045548_1_gene_1_mRNA_5_mka|Thamnophis_elegans	0.7695149	0.58520997
407	NCBI|Tele_NC_045548_1_gene_1_mRNA_6_mka|Thamnophis_elegans	0.7526425	0.5304721
408	NCBI|Tele_NC_045548_1_gene_1_mRNA_7_mka|Thamnophis_elegans	0.7921946	0.6383047
409	NCBI|Tele_NC_045548_1_gene_1_mRNA_8_mka|Thamnophis_elegans	0.77200794	0.56155735
410	NCBI|Tele_NC_045548_1_gene_1_mRNA_9_mka|Thamnophis_elegans	0.77699876	0.5294747
411	NCBI|Tele_rna_XM_032222338_1|Thamnophis_elegans	0.7576723	0.7767715
412	NCBI|Tele_rna_XM_032222748_1_mka|Thamnophis_elegans	0.7670866	0.61738384
413	NCBI|THAEL_XM_032222342.1_49_258|Thamnophis_elegans	0.7541856	0.7751949
414	NCBI|THAEL_XM_032222748.1_26_265|Thamnophis_elegans	0.7640477	0.6115645
415	NCBI|Tele_NC_045548_1_gene_1_mRNA_15_mka|Thamnophis_elegans	0.8009762	0.7418822
416	NCBI|Tele_rna_XM_032222667_1_mka|Thamnophis_elegans	0.770876	0.7667716
417	NCBI|THAEL_XR_004255865.1_31_267|Thamnophis_elegans	0.79889476	0.7380131
418	NCBI|THASI_GDKU01029485.1_88_309|Thamnophis_sirtalis	0.5066818	0.7033426
419	None|Thelotornis_mossambicanus_3FTx_01|Thelotornis_mossambicanus	0.6406114	0.7718741
420	None|Thelotornis_mossambicanus_3FTx_04|Thelotornis_mossambicanus	0.7236446	0.7737913
421	TR|A0A646QBR0|Thelotornis_mossambicanus	0.71834534	0.77984744
422	TR|A0A646QDR7|Thelotornis_mossambicanus	0.7131605	0.77672404
423	None|Thelotornis_mossambicanus_3FTx_05|Thelotornis_mossambicanus	0.72577864	0.07753316
424	None|Thelotornis_mossambicanus_3FTx_06|Thelotornis_mossambicanus	0.72419447	0.72365236
425	None|Thelotornis_mossambicanus_3FTx_08|Thelotornis_mossambicanus	0.7161495	0.72219217
426	None|Thelotornis_mossambicanus_3FTx_09|Thelotornis_mossambicanus	0.69274	0.71821165
427	None|Thelotornis_mossambicanus_3FTx_11|Thelotornis_mossambicanus	0.6995629	0.7186084
428	None|Thelotornis_mossambicanus_3FTx_15|Thelotornis_mossambicanus	0.712242	0.7225717
429	SP|A7X6I4|Thrasops_jacksonii	0.7121466	0.7742408
430	TR|A7X3T6|Thrasops_jacksonii	0.69571966	0.71673965
431	TR|A7X3U4|Thrasops_jacksonii	0.7197839	0.7138548
432	TR|A7X3U7|Thrasops_jacksonii	0.7166201	0.696889
433	NCBI|TREVA_GGQZ01007816.1_20_253|Tretanorhinus_variabilis	0.62758833	0.7807679
434	SP|A7X3S2|Trimorphodon_biscutatus	0.66050744	0.68352294
435	SP|A7X3S0|Trimorphodon_biscutatus	0.69146526	0.7056556
436	TR|A7X3Q9|Trimorphodon_biscutatus	0.7140387	0.77223706
437	TR|A0A193CHM1|Trimorphodon_lambda	0.68940586	0.7068907
438	TR|A0A193CHM4|Trimorphodon_lambda	0.70743746	0.7124019
439	TR|A0A193CHM5|Trimorphodon_lambda	0.68179697	0.7081948
440	NCBI|XENME_JZ904769.1_12_257|Xenodon_merremii	0.61579204	0.77018845
441	NCBI|XENME_JZ904948.1_7_246|Xenodon_merremii	0.6004782	0.78021556
442	NCBI|XENME_JZ904898.1_10_261|Xenodon_merremii	0.7340291	0.7510017
443	SP|P01385|Acanthophis_antarcticus	0.80066764	0.7921447
444	SP|P0DKW9|Acanthophis_antarcticus	0.8146283	0.795652
445	SP|P34073|Acanthophis_antarcticus	0.80065006	0.7794951
446	SP|P01434|Acanthophis_antarcticus	0.8476137	0.8041905
447	TR|R4FI70|Acanthophis_wellsi	0.81578517	0.7877483
448	TR|R4FI75|Acanthophis_wellsi	0.8004964	0.7776187
449	TR|R4G2D8|Acanthophis_wellsi	0.8080431	0.793003
450	TR|R4G2D9|Acanthophis_wellsi	0.79275674	0.7875705
451	TR|R4G2P6|Acanthophis_wellsi	0.8066593	0.77579254
452	TR|R4G7E7|Acanthophis_wellsi	0.813321	0.7924377
453	TR|R4G7E8|Acanthophis_wellsi	0.7929761	0.7855211
454	TR|R4G2D7|Acanthophis_wellsi	0.84811723	0.8017557
455	TR|R4G2P2|Acanthophis_wellsi	0.8682365	0.8045417
456	SP|P19958|Aipysurus_laevis	0.87284434	0.7956373
457	SP|P19959|Aipysurus_laevis	0.87251836	0.80239123
458	SP|P19960|Aipysurus_laevis	0.87602097	0.7923626
459	SP|P32879|Aipysurus_laevis	0.8723291	0.79892784
460	NCBI|ASPSC_GHOC01000120.1_C395_189|Aspidelaps_scutatus	0.821439	0.7896341
461	NCBI|ASPSC_GHOC01000728.1_C419_201|Aspidelaps_scutatus	0.80397373	0.7837739
462	NCBI|ASPSC_GHOC01001452.1_C395_195|Aspidelaps_scutatus	0.81434053	0.78819686
463	NCBI|ASPSC_GHOC01002482.1_C199_2|Aspidelaps_scutatus	0.810926	0.7945939
464	SP|P25670|Aspidelaps_scutatus	0.8215406	0.78846765
465	NCBI|ASPSC_GHOC01002299.1_C248_45|Aspidelaps_scutatus	0.8237399	0.7949505
466	NCBI|ASPSC_GHOC01000043.1_C425_180|Aspidelaps_scutatus	0.8589297	0.8057272
467	NCBI|ASPSC_GHOC01000196.1_C418_209|Aspidelaps_scutatus	0.77189666	0.8069604
468	NCBI|ASPSC_GHOC01000373.1_C401_153|Aspidelaps_scutatus	0.8129253	0.8115715
469	NCBI|ASPSC_GHOC01000507.1_C460_218|Aspidelaps_scutatus	0.86185575	0.8067073
470	NCBI|ASPSC_GHOC01000706.1_C513_331|Aspidelaps_scutatus	0.7761246	0.78792477
471	NCBI|ASPSC_GHOC01000786.1_C477_220|Aspidelaps_scutatus	0.83075976	0.8088115
472	NCBI|ASPSC_GHOC01000868.1_C426_214|Aspidelaps_scutatus	0.7674186	0.7987629
473	NCBI|ASPSC_GHOC01001195.1_C374_120|Aspidelaps_scutatus	0.77782214	0.80016553
474	NCBI|ASPSC_GHOC01001197.1_C406_203|Aspidelaps_scutatus	0.7646506	0.81920075
475	NCBI|ASPSC_GHOC01001435.1_C398_174|Aspidelaps_scutatus	0.7691559	0.8181319
476	NCBI|ASPSC_GHOC01001478.1_C367_110|Aspidelaps_scutatus	0.766419	0.7909197
477	NCBI|ASPSC_GHOC01002308.1_C243_1|Aspidelaps_scutatus	0.86889106	0.8091446
478	SP|P19003|Aspidelaps_scutatus	0.7675797	0.81996894
479	SP|P19004|Aspidelaps_scutatus	0.76193386	0.81373274
480	SP|B2BRQ5|Austrelaps_labialis	0.7980017	0.78482723
481	SP|B2BRQ6|Austrelaps_labialis	0.79000384	0.7855299
482	TR|B2BRQ7|Austrelaps_labialis	0.7799497	0.7838688
483	TR|B2BRQ8|Austrelaps_labialis	0.80416805	0.78058857
484	TR|B2BRQ9|Austrelaps_labialis	0.8070669	0.78056055
485	TR|B2BRR0|Austrelaps_labialis	0.80585057	0.7775954
486	TR|B2BRR1|Austrelaps_labialis	0.81101984	0.7750234
487	TR|B2BRR3|Austrelaps_labialis	0.8086436	0.7747529
488	TR|B2BRR4|Austrelaps_labialis	0.79748625	0.77733606
489	TR|B2BRR5|Austrelaps_labialis	0.8023786	0.77739304
490	TR|B2BRR6|Austrelaps_labialis	0.8120123	0.77837795
491	TR|B2BRR7|Austrelaps_labialis	0.80343235	0.7784754
492	TR|B2BRR8|Austrelaps_labialis	0.8043452	0.77545
493	TR|B2BRS1|Austrelaps_labialis	0.8149214	0.7800406
494	SP|A8S6B0|Austrelaps_superbus	0.80265236	0.7867992
495	SP|A8S6A4|Austrelaps_superbus	0.8744405	0.7975691
496	TR|R4FJH6|Brachyurophis_roperi	0.81504166	0.7768135
497	TR|R4G2Q9|Brachyurophis_roperi	0.78621507	0.786741
498	TR|R4G2E5|Brachyurophis_roperi	0.7967628	0.80787814
499	TR|R4G7F4|Brachyurophis_roperi	0.80282205	0.806423
500	TR|R4FJG1|Brachyurophis_roperi	0.8383448	0.81514066
501	TR|R4G2E3|Brachyurophis_roperi	0.8444058	0.8117908
502	TR|R4G2Q5|Brachyurophis_roperi	0.84533036	0.8151811
503	TR|R4G7F3|Brachyurophis_roperi	0.71713984	0.9418468
504	SP|A1IVR8|Bungarus_candidus	0.7963584	0.79304
505	SP|A1IVR9|Bungarus_candidus	0.79623646	0.795698
506	SP|P85140|Bungarus_candidus	0.79528004	0.7967185
507	SP|Q8AY55|Bungarus_candidus	0.7987463	0.77257967
508	SP|Q8AY56|Bungarus_candidus	0.79210436	0.7811466
509	SP|P81782|Bungarus_candidus	0.8209996	0.5568601
510	SP|P81783|Bungarus_candidus	0.81972665	0.80061555
511	SP|Q8AY49|Bungarus_candidus	0.7550462	0.75938743
512	SP|Q8AY50|Bungarus_candidus	0.76026714	0.76461655
513	SP|Q8AY51|Bungarus_candidus	0.7572534	0.7627599
514	SP|P83346|Bungarus_candidus	0.76375693	0.7950417
515	SP|Q8AY52|Bungarus_candidus	0.8635249	0.77562994
516	SP|Q8AY53|Bungarus_candidus	0.85853237	0.81744516
517	SP|P14534|Bungarus_fasciatus	0.7364736	0.93210477
518	SP|A2CKF6|Bungarus_fasciatus	0.76247835	0.766651
519	SP|A2CKF7|Bungarus_fasciatus	0.7610025	0.7780991
520	SP|P0C552|Bungarus_fasciatus	0.71575445	0.8970451
521	SP|P0C553|Bungarus_fasciatus	0.7378404	0.8608797
522	SP|P0C554|Bungarus_fasciatus	0.7778064	0.7928684
523	SP|P0C555|Bungarus_fasciatus	0.8350174	0.7983275
524	SP|P10808|Bungarus_fasciatus	0.8825835	0.7826748
525	TR|D5J9Q3|Bungarus_flaviceps	0.8595812	0.88589346
526	TR|D5J9P6|Bungarus_flaviceps	0.8217027	0.8116464
527	TR|D5J9P8|Bungarus_flaviceps	0.8274277	0.8155434
528	TR|D5J9Q0|Bungarus_flaviceps	0.7668146	0.7792677
529	TR|D5J9P0|Bungarus_flaviceps	0.85286343	0.77773976
530	TR|D5J9P2|Bungarus_flaviceps	0.81530625	0.7986982
531	TR|D5J9P3|Bungarus_flaviceps	0.854503	0.8159939
532	TR|D5J9P4|Bungarus_flaviceps	0.768786	0.78971034
533	SP|P15815|Bungarus_flaviceps_flaviceps	0.7976806	0.7977896
534	None|Bmul_scaffold27_G00003_t1|Bungarus_multicinctus	0.81647944	0.7972503
535	None|Bmul_scaffold35_G00001_t1|Bungarus_multicinctus	0.7986349	0.80005723
536	None|Bmul_scaffold7_G00815_t1|Bungarus_multicinctus	0.80788094	0.80118835
537	SP|O12961|Bungarus_multicinctus	0.8112754	0.80004805
538	SP|O12962|Bungarus_multicinctus	0.8056672	0.7991153
539	SP|P01398|Bungarus_multicinctus	0.7928481	0.77854574
540	SP|P15816|Bungarus_multicinctus	0.7888531	0.7826845
541	SP|P15817|Bungarus_multicinctus	0.80317324	0.8000024
542	SP|P60615|Bungarus_multicinctus	0.8009644	0.795335
543	SP|P60616|Bungarus_multicinctus	0.8009421	0.7970877
544	None|Bmul_scaffold7_G00802_t1_mka|Bungarus_multicinctus	0.83525324	0.5091807
545	None|Bmul_scaffold9_G00036_t1|Bungarus_multicinctus	0.8976077	0.9148955
546	SP|Q8JFX7|Bungarus_multicinctus	0.8428127	0.904774
547	SP|Q9PW19|Bungarus_multicinctus	0.85061425	0.9053528
548	SP|Q9YGH0|Bungarus_multicinctus	0.8443508	0.9094059
549	None|Bmul_scaffold6_G00174_t1|Bungarus_multicinctus	0.759355	0.7803541
550	None|Bmul_scaffold7_G00790_t1|Bungarus_multicinctus	0.75163025	0.76489156
551	None|Bmul_scaffold7_G00803_t1_mka|Bungarus_multicinctus	0.82020855	0.5673355
552	None|Bmul_scaffold7_G00819_t1|Bungarus_multicinctus	0.7386518	0.7454383
553	SP|O12963|Bungarus_multicinctus	0.7844067	0.79120487
554	SP|P15818|Bungarus_multicinctus	0.8176542	0.80128765
555	SP|Q70WS8|Bungarus_multicinctus	0.81302583	0.8318264
556	SP|Q9YGH9|Bungarus_multicinctus	0.78690976	0.79664147
557	SP|Q9YGJ0|Bungarus_multicinctus	0.7868961	0.79388905
558	None|Bmul_scaffold7_G00718_t1|Bungarus_multicinctus	0.7589993	0.81553024
559	None|Bmul_scaffold7_G00807_t1_mka|Bungarus_multicinctus	0.82617235	0.7360172
560	None|Bmul_scaffold7_G00808_t1_mka|Bungarus_multicinctus	0.79816616	0.6665907
561	None|Bmul_scaffold7_G00810_t1|Bungarus_multicinctus	0.8603535	0.7747469
562	None|Bmul_scaffold7_G00817_t1|Bungarus_multicinctus	0.83408	0.82597077
563	SP|P43445|Bungarus_multicinctus	0.75895774	0.86046237
564	SP|P79688|Bungarus_multicinctus	0.87632114	0.83479995
565	SP|Q800Y3|Bungarus_multicinctus	0.8637802	0.81797796
566	SP|Q9W727|Bungarus_multicinctus	0.8414018	0.8232151
567	SP|Q9YGI8|Bungarus_multicinctus	0.77122253	0.7938063
568	TR|R4G2F2|Cacophis_squamulosus	0.78845054	0.80494004
569	TR|R4FIB4|Cacophis_squamulosus	0.72107726	0.8754081
570	TR|R4FIB8|Cacophis_squamulosus	0.8713138	0.78955317
571	TR|R4G2S0|Cacophis_squamulosus	0.72854435	0.8760066
572	TR|R4G2S3|Cacophis_squamulosus	0.8496663	0.784917
573	TR|A0A898IJN7|Calliophis_bivirgatus	0.7405537	0.7497783
574	SP|P0DL82|Calliophis_bivirgatus	0.742058	0.8323225
575	TR|A0A898IJU7|Calliophis_bivirgatus	0.80989695	0.7618589
576	TR|A0A898IJX5|Calliophis_bivirgatus	0.7434749	0.8227286
577	TR|A0A898IJZ2|Calliophis_bivirgatus	0.7336094	0.8316934
578	TR|A0A898IK11|Calliophis_bivirgatus	0.69249773	0.8634428
579	TR|A0A898IK81|Calliophis_bivirgatus	0.7776536	0.94024897
580	TR|A0A898IKB4|Calliophis_bivirgatus	0.7792393	0.8918631
581	TR|A0A898IKH0|Calliophis_bivirgatus	0.7929154	0.9546536
582	TR|A0A898IKK6|Calliophis_bivirgatus	0.7732795	0.8910435
583	TR|A0A898IKP8|Calliophis_bivirgatus	0.74650294	0.82412386
584	TR|A0A898IKR2|Calliophis_bivirgatus	0.737168	0.84120154
585	TR|A0A898IKT9|Calliophis_bivirgatus	0.6076675	0.9399608
586	TR|A0A898IKW1|Calliophis_bivirgatus	0.78521717	0.9253034
587	TR|A0A898IKZ4|Calliophis_bivirgatus	0.75635016	0.85342497
588	TR|A0A898IKZ5|Calliophis_bivirgatus	0.7743694	0.8859875
589	TR|A0A898IL04|Calliophis_bivirgatus	0.73895884	0.82620484
590	TR|A0A898IL27|Calliophis_bivirgatus	0.7328685	0.8419817
591	TR|A0A898IL31|Calliophis_bivirgatus	0.7998774	0.9480862
592	TR|A0A898IL54|Calliophis_bivirgatus	0.7007028	0.869299
593	TR|A0A898IL68|Calliophis_bivirgatus	0.7451287	0.8498256
594	TR|A0A898IL83|Calliophis_bivirgatus	0.7664191	0.9155054
595	TR|A0A898ILD4|Calliophis_bivirgatus	0.7750215	0.8787826
596	TR|A0A898ILG1|Calliophis_bivirgatus	0.7821955	0.85961175
597	TR|A0A898ILL6|Calliophis_bivirgatus	0.73297346	0.8601602
598	TR|A0A898ILP2|Calliophis_bivirgatus	0.75009143	0.8282436
599	TR|A0A898ILQ5|Calliophis_bivirgatus	0.76445156	0.8835127
600	TR|A0A898ILU1|Calliophis_bivirgatus	0.7723859	0.90556735
601	TR|A0A898IMW8|Calliophis_bivirgatus	0.7916505	0.79773766
602	TR|A0A898IMX4|Calliophis_bivirgatus	0.7731175	0.78707975
603	TR|A0A898IMZ3|Calliophis_bivirgatus	0.77871794	0.9010263
604	TR|A0A898IN02|Calliophis_bivirgatus	0.7497846	0.8224042
605	TR|A0A898IN07|Calliophis_bivirgatus	0.74269474	0.83004296
606	TR|A0A898IN20|Calliophis_bivirgatus	0.7957452	0.80181026
607	TR|A0A898IN21|Calliophis_bivirgatus	0.7049849	0.8616864
608	TR|A0A898IN37|Calliophis_bivirgatus	0.7447066	0.8263206
609	TR|A0A898IN41|Calliophis_bivirgatus	0.74913836	0.8421535
610	TR|A0A898IN56|Calliophis_bivirgatus	0.75691396	0.8810007
611	TR|A0A898IN63|Calliophis_bivirgatus	0.72343314	0.8581253
612	TR|A0A898IN64|Calliophis_bivirgatus	0.78450733	0.86458826
613	TR|A0A898IN70|Calliophis_bivirgatus	0.7452965	0.75799
614	TR|A0A898IN78|Calliophis_bivirgatus	0.7594481	0.8360095
615	TR|A0A898IN79|Calliophis_bivirgatus	0.78715193	0.93918
616	TR|A0A898IN91|Calliophis_bivirgatus	0.7813952	0.8683935
617	TR|A0A898IN96|Calliophis_bivirgatus	0.7642151	0.89047587
618	TR|A0A898INB4|Calliophis_bivirgatus	0.8003264	0.9701786
619	TR|A0A898INK0|Calliophis_bivirgatus	0.8141109	0.8032618
620	TR|A0A898INL0|Calliophis_bivirgatus	0.7409546	0.8277523
621	TR|A0A898INL5|Calliophis_bivirgatus	0.74581975	0.89857477
622	TR|A0A898INM0|Calliophis_bivirgatus	0.7764215	0.8619707
623	TR|A0A898INM6|Calliophis_bivirgatus	0.78219754	0.9522642
624	TR|A0A898IPF7|Calliophis_bivirgatus	0.77386504	0.89661855
625	TR|A0A898IPI9|Calliophis_bivirgatus	0.73522943	0.8803036
626	TR|A0A898IPK1|Calliophis_bivirgatus	0.7686001	0.8363104
627	TR|A0A898IPK7|Calliophis_bivirgatus	0.76879716	0.83380705
628	TR|A0A898IPL1|Calliophis_bivirgatus	0.77442557	0.9564812
629	TR|A0A898IPM2|Calliophis_bivirgatus	0.76463544	0.8793328
630	TR|A0A898IPM8|Calliophis_bivirgatus	0.783591	0.8878838
631	TR|A0A898IPN0|Calliophis_bivirgatus	0.78841007	0.858574
632	TR|A0A898IPN2|Calliophis_bivirgatus	0.7499581	0.8245339
633	TR|A0A898IPN4|Calliophis_bivirgatus	0.7496548	0.8466433
634	TR|A0A898IPN6|Calliophis_bivirgatus	0.75203353	0.82952386
635	TR|A0A898IPP1|Calliophis_bivirgatus	0.75890625	0.8421734
636	TR|A0A898IPP4|Calliophis_bivirgatus	0.8044683	0.8025772
637	SP|A8HDJ7|Cryptophis_nigrescens	0.87726164	0.79457486
638	SP|A8HDJ8|Cryptophis_nigrescens	0.87229204	0.79208344
639	SP|A6MFK4|Demansia_vestigiata	0.81100154	0.7821359
640	SP|A6MFK5|Demansia_vestigiata	0.804254	0.78262377
641	SP|A6MFK6|Demansia_vestigiata	0.8449792	0.7964076
642	SP|C0HJT4|Dendroaspis_angusticeps	0.85489386	0.50702816
643	SP|P01408|Dendroaspis_angusticeps	0.73207164	0.809586
644	SP|P01409|Dendroaspis_angusticeps	0.7282486	0.8143169
645	SP|P01410|Dendroaspis_angusticeps	0.7220559	0.81366205
646	SP|P01411|Dendroaspis_angusticeps	0.71629655	0.8064204
647	SP|P81946|Dendroaspis_angusticeps	0.91701907	0.8052995
648	NCBI|Dendroaspis_angusticeps_GILR01002080|Dendroaspis_angusticeps	0.83473766	0.55633765
649	NCBI|Dendroaspis_angusticeps_GILR01002482|Dendroaspis_angusticeps	0.82673836	0.53852373
650	SP|C0HJB0|Dendroaspis_angusticeps	0.70957255	0.94132155
651	SP|P01404|Dendroaspis_angusticeps	0.8944049	0.8115353
652	SP|P0C1Y9|Dendroaspis_angusticeps	0.9385944	0.80772024
653	SP|P0C1Z0|Dendroaspis_angusticeps	0.93561006	0.80366385
654	SP|P17696|Dendroaspis_angusticeps	0.7489978	0.8062659
655	SP|P18328|Dendroaspis_angusticeps	0.76658154	0.79406637
656	SP|P18329|Dendroaspis_angusticeps	0.8968437	0.8073096
657	SP|P25684|Dendroaspis_angusticeps	0.89059883	0.82242864
658	SP|P60234|Dendroaspis_angusticeps	0.77043796	0.80172217
659	SP|P60237|Dendroaspis_angusticeps	0.89502585	0.79662836
660	SP|P81030|Dendroaspis_angusticeps	0.7623022	0.800996
661	SP|P81031|Dendroaspis_angusticeps	0.7718489	0.7999758
662	SP|P85092|Dendroaspis_angusticeps	0.75974137	0.7994956
663	SP|P86419|Dendroaspis_angusticeps	0.7766966	0.8024021
664	SP|Q8QGR0|Dendroaspis_angusticeps	0.76780045	0.80166173
665	SP|Q9PSN1|Dendroaspis_angusticeps	0.7626714	0.8027613
666	NCBI|DENJA_GHPA01001931.1_C348_130|Dendroaspis_jamesoni_jamesoni	0.78716755	0.77212054
667	NCBI|Dendroaspis_jamesoni_jamesoni_GHPA01000962|Dendroaspis_jamesoni_jamesoni	0.8182137	0.54618865
668	NCBI|DENJA_GHPA01003912.1_C199_11|Dendroaspis_jamesoni_jamesoni	0.8379254	0.56937045
669	NCBI|DENJA_GHPA01000569.1_C862_620|Dendroaspis_jamesoni_jamesoni	0.88272774	0.8036627
670	NCBI|DENJA_GHPA01001858.1_C359_156|Dendroaspis_jamesoni_jamesoni	0.89866734	0.8133077
671	NCBI|DENJA_GHPA01002461.1_C321_136|Dendroaspis_jamesoni_jamesoni	0.8383183	0.5854174
672	NCBI|DENJA_GHPA01003914.1_C250_53|Dendroaspis_jamesoni_jamesoni	0.8811728	0.82049227
673	SP|P0DQP2|Dendroaspis_jamesoni_jamesoni	0.7522344	0.8058215
674	NCBI|DENJA_GHPB01001397.1_C449_192|Dendroaspis_jamesoni_kaimosae	0.7935187	0.79098153
675	SP|P01393|Dendroaspis_jamesoni_kaimosae	0.8167663	0.7909074
676	SP|P01407|Dendroaspis_jamesoni_kaimosae	0.73782206	0.8108267
677	SP|P01413|Dendroaspis_jamesoni_kaimosae	0.9264844	0.80687886
678	SP|P28375|Dendroaspis_jamesoni_kaimosae	0.92305756	0.810222
679	SP|P25682|Dendroaspis_jamesoni_kaimosae	0.8340234	0.54170674
680	NCBI|DENJA_GHPB01001432.1_C457_203|Dendroaspis_jamesoni_kaimosae	0.7583848	0.8032479
681	NCBI|DENJA_GHPB01001482.1_C448_212|Dendroaspis_jamesoni_kaimosae	0.901125	0.79958534
682	NCBI|DENJA_GHPB01001485.1_C349_161|Dendroaspis_jamesoni_kaimosae	0.8445135	0.5447849
683	NCBI|DENJA_GHPB01001718.1_C417_160|Dendroaspis_jamesoni_kaimosae	0.85905397	0.82744926
684	SP|P01406|Dendroaspis_jamesoni_kaimosae	0.88926184	0.81323105
685	SP|P01417|Dendroaspis_jamesoni_kaimosae	0.8543014	0.80367535
686	SP|P01419|Dendroaspis_jamesoni_kaimosae	0.88863075	0.80227786
687	SP|P25683|Dendroaspis_jamesoni_kaimosae	0.90181684	0.8102136
688	None|Dendroaspis_polylepis_T2720|Dendroaspis_polylepis	0.83297104	0.53471607
689	SP|C0HJD7|Dendroaspis_polylepis_polylepis	0.8053866	0.7923169
690	SP|P01396|Dendroaspis_polylepis_polylepis	0.8142798	0.7934628
